web-scraper-order,web-scraper-start-url,unit-codes,unit-codes-href,prereqs
"1560436282-253","http://handbook.mq.edu.au/2019/Units/UGByCode","SPH310 - Developmental Speech and Language Disorders","http://handbook.mq.edu.au/2019/Units/UGUnit/SPH310","null"
"1560437645-1553","http://handbook.mq.edu.au/2019/Units/UGByCode","GEOS206 - Marine Sediments: Records of Past Earth","http://handbook.mq.edu.au/2019/Units/UGUnit/GEOS206","GEOS125"
"1560437903-1826","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC498 - Electrical Engineering Research Thesis A","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC498","ELEC324"
"1560436773-751","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG304 - Marketing Project","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG304","MKTG202"
"1560438020-2008","http://handbook.mq.edu.au/2019/Units/UGByCode","EDUC262 - Education: The Learner","http://handbook.mq.edu.au/2019/Units/UGUnit/EDUC262","null"
"1560436786-767","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG205 - Business to Business Marketing","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG205","null"
"1560436775-757","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG303 - Marketing Strategy","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG303","MKTG203"
"1560438762-2855","http://handbook.mq.edu.au/2019/Units/UGByCode","AHIS261 - Egypt in the First Millennium CE","http://handbook.mq.edu.au/2019/Units/UGUnit/AHIS261","null"
"1560437238-1179","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS569 - International Environmental Law","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS569","LAWS259"
"1560438044-2037","http://handbook.mq.edu.au/2019/Units/UGByCode","EDTE433 - Science in the Secondary School I","http://handbook.mq.edu.au/2019/Units/UGUnit/EDTE433","TEP388"
"1560436216-180","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT270 - Applied Statistics","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT270","STAT170"
"1560438060-2064","http://handbook.mq.edu.au/2019/Units/UGByCode","EDTE301 - Professional Experience in the Primary School 1","http://handbook.mq.edu.au/2019/Units/UGUnit/EDTE301","EDUC260"
"1560438868-2963","http://handbook.mq.edu.au/2019/Units/UGByCode","ACST306 - Quantitative Asset and Liability Modelling 1","http://handbook.mq.edu.au/2019/Units/UGUnit/ACST306","ACST202"
"1560436422-350","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY351 - Research Methods in Psychology","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY351","PSY234"
"1560438264-2291","http://handbook.mq.edu.au/2019/Units/UGByCode","CRO330 - Croatian Drama, Theatre, Film and Media","http://handbook.mq.edu.au/2019/Units/UGUnit/CRO330","null"
"1560438176-2215","http://handbook.mq.edu.au/2019/Units/UGByCode","ECHE210 - Play-based Curriculum: Literacy and Numeracy","http://handbook.mq.edu.au/2019/Units/UGUnit/ECHE210","ECHE120"
"1560437881-1802","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGG411 - Engineering Research Thesis","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGG411","MECH401"
"1560436437-391","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY338 - Organisational Psychology","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY338","PSY104"
"1560437120-1086","http://handbook.mq.edu.au/2019/Units/UGByCode","MAS206 - Radio Production","http://handbook.mq.edu.au/2019/Units/UGUnit/MAS206","null"
"1560437264-1206","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS541 - Politics and the Constitution","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS541","null"
"1560438150-2170","http://handbook.mq.edu.au/2019/Units/UGByCode","ECHP325 - Professional Experience 5","http://handbook.mq.edu.au/2019/Units/UGUnit/ECHP325","ECHP222"
"1560437319-1273","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS355 - Remedies","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS355","LAW315"
"1560437907-1837","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC494 - Electrical Energy Networks","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC494","null"
"1560438695-2804","http://handbook.mq.edu.au/2019/Units/UGByCode","AHIS355 - A History of Magic: From the Magi to Merlin","http://handbook.mq.edu.au/2019/Units/UGUnit/AHIS355","null"
"1560436937-876","http://handbook.mq.edu.au/2019/Units/UGByCode","MEDI303 - Neuroscience 2","http://handbook.mq.edu.au/2019/Units/UGUnit/MEDI303","null"
"1560437733-1622","http://handbook.mq.edu.au/2019/Units/UGByCode","FRN125 - Introductory French III","http://handbook.mq.edu.au/2019/Units/UGUnit/FRN125","null"
"1560437351-1312","http://handbook.mq.edu.au/2019/Units/UGByCode","LAW456 - Business Organisations","http://handbook.mq.edu.au/2019/Units/UGUnit/LAW456","LAW204"
"1560438562-2680","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL227 - Ecology","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL227","BIOL116"
"1560437968-1955","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC260 - Introduction to Mechatronics","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC260","MATH132"
"1560437300-1257","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS507 - Labour Law","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS507","BUSL251"
"1560437097-1072","http://handbook.mq.edu.au/2019/Units/UGByCode","MAS312 - Advanced Screen Production 1","http://handbook.mq.edu.au/2019/Units/UGUnit/MAS312","null"
"1560438535-2606","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL345 - Human Genetics and Evolutionary Medicine","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL345","null"
"1560438453-2500","http://handbook.mq.edu.au/2019/Units/UGByCode","CBMS306 - Medicinal Chemistry","http://handbook.mq.edu.au/2019/Units/UGUnit/CBMS306","CBMS203"
"1560438896-2994","http://handbook.mq.edu.au/2019/Units/UGByCode","ACCG355 - Information Systems for Management","http://handbook.mq.edu.au/2019/Units/UGUnit/ACCG355","ISYS104"
"1560436198-146","http://handbook.mq.edu.au/2019/Units/UGByCode","STAT328 - Market Research and Forecasting","http://handbook.mq.edu.au/2019/Units/UGUnit/STAT328","PSY248"
"1560436593-582","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS246 - Advanced Physics II","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS246","PHYS106"
"1560437547-1456","http://handbook.mq.edu.au/2019/Units/UGByCode","HLTH317 - Principles in Health and Disease 3","http://handbook.mq.edu.au/2019/Units/UGUnit/HLTH317","null"
"1560436451-422","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY246 - Cognitive Processes I","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY246","PSYC104"
"1560437297-1248","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS511 - Discrimination and the Law","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS511","LAWS260"
"1560437962-1933","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC295 - Fundamentals of Energy Conversion and Storage","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC295","PHYS106"
"1560437919-1856","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC421 - Telecommunications Engineering Research Thesis B","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC421","null"
"1560437247-1188","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS560 - Environmental Law","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS560","ENV267"
"1560438844-2935","http://handbook.mq.edu.au/2019/Units/UGByCode","AFIN102 - Finance 1B","http://handbook.mq.edu.au/2019/Units/UGUnit/AFIN102","ACST101"
"1560438439-2481","http://handbook.mq.edu.au/2019/Units/UGByCode","CBMS337 - Advanced Biochemistry and Cell Biology","http://handbook.mq.edu.au/2019/Units/UGUnit/CBMS337","null"
"1560438022-2012","http://handbook.mq.edu.au/2019/Units/UGByCode","EDUC261 - Information and Communication Technologies and Education","http://handbook.mq.edu.au/2019/Units/UGUnit/EDUC261","null"
"1560437535-1445","http://handbook.mq.edu.au/2019/Units/UGByCode","HRM250 - Staffing Organisations","http://handbook.mq.edu.au/2019/Units/UGUnit/HRM250","HRM107"
"1560438152-2176","http://handbook.mq.edu.au/2019/Units/UGByCode","ECHP223 - Professional Experience 3","http://handbook.mq.edu.au/2019/Units/UGUnit/ECHP223","null"
"1560436150-65","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP430 - Mathematics in the Secondary School II","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP430","TEP401"
"1560436422-361","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY351 - Research Methods in Psychology","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY351","PSY248"
"1560438518-2565","http://handbook.mq.edu.au/2019/Units/UGByCode","BIOL381 - Palaeobiology","http://handbook.mq.edu.au/2019/Units/UGUnit/BIOL381","GEOS206"
"1560437325-1286","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS260 - Human Rights, Policy and the Law","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS260","null"
"1560436663-654","http://handbook.mq.edu.au/2019/Units/UGByCode","PHL232 - What is Science","http://handbook.mq.edu.au/2019/Units/UGUnit/PHL232","null"
"1560438351-2395","http://handbook.mq.edu.au/2019/Units/UGByCode","COGS301 - Current Problems in Cognitive Science","http://handbook.mq.edu.au/2019/Units/UGUnit/COGS301","null"
"1560436589-572","http://handbook.mq.edu.au/2019/Units/UGByCode","PHYS303 - Quantum Mechanics and Atomic Physics","http://handbook.mq.edu.au/2019/Units/UGUnit/PHYS303","PHYS201"
"1560437321-1279","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS305 - Advanced Policy Development and Advocacy","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS305","null"
"1560436428-378","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY348 - Principles of Behaviour Change","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY348","PSY236"
"1560437415-1355","http://handbook.mq.edu.au/2019/Units/UGByCode","JPNS360 - Working with and for People in Japan","http://handbook.mq.edu.au/2019/Units/UGUnit/JPNS360","null"
"1560436479-490","http://handbook.mq.edu.au/2019/Units/UGByCode","POL305 - Religion and Politics","http://handbook.mq.edu.au/2019/Units/UGUnit/POL305","null"
"1560438054-2054","http://handbook.mq.edu.au/2019/Units/UGByCode","EDTE354 - Curriculum and Teaching in the Primary School 4","http://handbook.mq.edu.au/2019/Units/UGUnit/EDTE354","null"
"1560437169-1125","http://handbook.mq.edu.au/2019/Units/UGByCode","LING290 - Language, Globalisation and World Englishes","http://handbook.mq.edu.au/2019/Units/UGUnit/LING290","null"
"1560437453-1386","http://handbook.mq.edu.au/2019/Units/UGByCode","ISYS358 - Computing Industry Project","http://handbook.mq.edu.au/2019/Units/UGUnit/ISYS358","COMP247"
"1560438341-2392","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP125 - Fundamentals of Computer Science","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP125","COMP115"
"1560436819-785","http://handbook.mq.edu.au/2019/Units/UGByCode","MHIS300 - Making History Work","http://handbook.mq.edu.au/2019/Units/UGUnit/MHIS300","null"
"1560437719-1610","http://handbook.mq.edu.au/2019/Units/UGByCode","FRN331 - Advanced French Short Term Residential Program","http://handbook.mq.edu.au/2019/Units/UGUnit/FRN331","null"
"1560438293-2313","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP410 - Software Engineering Research Thesis A","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP410","COMP333"
"1560436527-513","http://handbook.mq.edu.au/2019/Units/UGByCode","PLH312 - Reading in Polish","http://handbook.mq.edu.au/2019/Units/UGUnit/PLH312","null"
"1560438776-2864","http://handbook.mq.edu.au/2019/Units/UGByCode","AHIS220 - The Decline and Fall of the Roman Empire","http://handbook.mq.edu.au/2019/Units/UGUnit/AHIS220","null"
"1560437487-1414","http://handbook.mq.edu.au/2019/Units/UGByCode","INTS304 - Global Issues","http://handbook.mq.edu.au/2019/Units/UGUnit/INTS304","EXLW320"
"1560436366-315","http://handbook.mq.edu.au/2019/Units/UGByCode","RSN250 - Intermediate Russian I","http://handbook.mq.edu.au/2019/Units/UGUnit/RSN250","RSN155"
"1560436451-418","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY246 - Cognitive Processes I","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY246","STAT170"
"1560437561-1470","http://handbook.mq.edu.au/2019/Units/UGByCode","HLTH214 - Neuroanatomy","http://handbook.mq.edu.au/2019/Units/UGUnit/HLTH214","null"
"1560437437-1375","http://handbook.mq.edu.au/2019/Units/UGByCode","ITL209 - Intermediate Italian Short Term Residential Program","http://handbook.mq.edu.au/2019/Units/UGUnit/ITL209","null"
"1560437755-1632","http://handbook.mq.edu.au/2019/Units/UGByCode","FOBE202 - Finance and Regulation for New Ventures","http://handbook.mq.edu.au/2019/Units/UGUnit/FOBE202","BBA102"
"1560437421-1361","http://handbook.mq.edu.au/2019/Units/UGByCode","ITL311 - Advanced Italian II","http://handbook.mq.edu.au/2019/Units/UGUnit/ITL311","ITL310"
"1560437931-1876","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC410 - Electronics Engineering Research Thesis A","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC410","ELEC343"
"1560437761-1636","http://handbook.mq.edu.au/2019/Units/UGByCode","FOAR301 - Special Interest Unit 1","http://handbook.mq.edu.au/2019/Units/UGUnit/FOAR301","null"
"1560436937-875","http://handbook.mq.edu.au/2019/Units/UGByCode","MEDI303 - Neuroscience 2","http://handbook.mq.edu.au/2019/Units/UGUnit/MEDI303","MEDI204"
"1560438018-2003","http://handbook.mq.edu.au/2019/Units/UGByCode","EDUC264 - Education: The Policy Context","http://handbook.mq.edu.au/2019/Units/UGUnit/EDUC264","null"
"1560436156-74","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP427 - History in the Secondary School I","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP427","TEP388"
"1560436370-319","http://handbook.mq.edu.au/2019/Units/UGByCode","RSN160 - Introductory Russian III","http://handbook.mq.edu.au/2019/Units/UGUnit/RSN160","null"
"1560437547-1455","http://handbook.mq.edu.au/2019/Units/UGByCode","HLTH317 - Principles in Health and Disease 3","http://handbook.mq.edu.au/2019/Units/UGUnit/HLTH317","HLTH215"
"1560437801-1717","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS216 - The Atmospheric Environment","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS216","GEOS117"
"1560438878-2981","http://handbook.mq.edu.au/2019/Units/UGByCode","ACST201 - Financial Modelling","http://handbook.mq.edu.au/2019/Units/UGUnit/ACST201","STAT170"
"1560437801-1716","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS216 - The Atmospheric Environment","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS216","ENVS117"
"1560438600-2718","http://handbook.mq.edu.au/2019/Units/UGByCode","ASTR377 - Astrophysics","http://handbook.mq.edu.au/2019/Units/UGUnit/ASTR377","PHYS201"
"1560437982-1975","http://handbook.mq.edu.au/2019/Units/UGByCode","EFLA301 - English as a Foreign Language Mastery","http://handbook.mq.edu.au/2019/Units/UGUnit/EFLA301","EFLA201"
"1560438900-3003","http://handbook.mq.edu.au/2019/Units/UGByCode","ACCG340 - Auditing and Assurance Services","http://handbook.mq.edu.au/2019/Units/UGUnit/ACCG340","ACCG310"
"1560437573-1481","http://handbook.mq.edu.au/2019/Units/UGByCode","GMN415 - Advanced German IV","http://handbook.mq.edu.au/2019/Units/UGUnit/GMN415","GMN414"
"1560437385-1338","http://handbook.mq.edu.au/2019/Units/UGByCode","JPS302 - Advanced Japanese II","http://handbook.mq.edu.au/2019/Units/UGUnit/JPS302","JPS301"
"1560436939-877","http://handbook.mq.edu.au/2019/Units/UGByCode","MEDI302 - Renal and Alimentary 2","http://handbook.mq.edu.au/2019/Units/UGUnit/MEDI302","MEDI202"
"1560436457-463","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY235 - Developmental Psychology","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY235","PSYC104"
"1560437813-1731","http://handbook.mq.edu.au/2019/Units/UGByCode","ENGL390 - Writing for Production and Publication","http://handbook.mq.edu.au/2019/Units/UGUnit/ENGL390","ENGL332"
"1560437591-1497","http://handbook.mq.edu.au/2019/Units/UGByCode","GMN296 - Reading for Special Purposes 2","http://handbook.mq.edu.au/2019/Units/UGUnit/GMN296","GMN295"
"1560437006-937","http://handbook.mq.edu.au/2019/Units/UGByCode","MECH401 - Product Design Engineering","http://handbook.mq.edu.au/2019/Units/UGUnit/MECH401","MECH303"
"1560436304-265","http://handbook.mq.edu.au/2019/Units/UGByCode","SOC346 - Profit, Protest, Policy: Changes in Market Society","http://handbook.mq.edu.au/2019/Units/UGUnit/SOC346","ANTH330"
"1560436909-851","http://handbook.mq.edu.au/2019/Units/UGByCode","MGK304 - Modern Greek Translation","http://handbook.mq.edu.au/2019/Units/UGUnit/MGK304","null"
"1560438363-2403","http://handbook.mq.edu.au/2019/Units/UGByCode","CHN387 - Chinese-English Translation II","http://handbook.mq.edu.au/2019/Units/UGUnit/CHN387","CHN253"
"1560438742-2839","http://handbook.mq.edu.au/2019/Units/UGByCode","AHIS308 - Ancient Greek C","http://handbook.mq.edu.au/2019/Units/UGUnit/AHIS308","null"
"1560436976-899","http://handbook.mq.edu.au/2019/Units/UGByCode","MECO331 - Forensic Media","http://handbook.mq.edu.au/2019/Units/UGUnit/MECO331","null"
"1560438000-1983","http://handbook.mq.edu.au/2019/Units/UGByCode","EDUC373 - Literacy in a Multicultural Society","http://handbook.mq.edu.au/2019/Units/UGUnit/EDUC373","null"
"1560437789-1687","http://handbook.mq.edu.au/2019/Units/UGByCode","ENVS304 - Integrated Climate Science","http://handbook.mq.edu.au/2019/Units/UGUnit/ENVS304","ENVS301"
"1560437219-1164","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS580 - Human Rights and Moral Dilemmas","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS580","null"
"1560438389-2424","http://handbook.mq.edu.au/2019/Units/UGByCode","CHN233 - Intermediate Chinese II","http://handbook.mq.edu.au/2019/Units/UGUnit/CHN233","null"
"1560438291-2310","http://handbook.mq.edu.au/2019/Units/UGByCode","COMP420 - Software Engineering Research Thesis B","http://handbook.mq.edu.au/2019/Units/UGUnit/COMP420","COMP410"
"1560436455-440","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY236 - Biopsychology and Learning","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY236","PSY122"
"1560438494-2543","http://handbook.mq.edu.au/2019/Units/UGByCode","BUSL204 - Business Ethics and Risk Management","http://handbook.mq.edu.au/2019/Units/UGUnit/BUSL204","null"
"1560436142-52","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP441 - Legal Studies in the Secondary School I","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP441","TEP401"
"1560437190-1144","http://handbook.mq.edu.au/2019/Units/UGByCode","LING214 - Introduction to Psycholinguistics","http://handbook.mq.edu.au/2019/Units/UGUnit/LING214","PSY104"
"1560438890-2987","http://handbook.mq.edu.au/2019/Units/UGByCode","ACCG399 - Accounting in Context","http://handbook.mq.edu.au/2019/Units/UGUnit/ACCG399","null"
"1560437923-1861","http://handbook.mq.edu.au/2019/Units/UGByCode","ELEC418 - Advanced Medical Imaging Systems","http://handbook.mq.edu.au/2019/Units/UGUnit/ELEC418","ELEC316"
"1560437425-1365","http://handbook.mq.edu.au/2019/Units/UGByCode","ITL308 - The Italian Renaissance","http://handbook.mq.edu.au/2019/Units/UGUnit/ITL308","null"
"1560436443-401","http://handbook.mq.edu.au/2019/Units/UGByCode","PSY335 - Cognitive Processes II","http://handbook.mq.edu.au/2019/Units/UGUnit/PSY335","PSY246"
"1560437242-1182","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS562 - Law of International Organisations","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS562","LAWS259"
"1560436791-773","http://handbook.mq.edu.au/2019/Units/UGByCode","MKTG202 - Marketing Research","http://handbook.mq.edu.au/2019/Units/UGUnit/MKTG202","null"
"1560437581-1489","http://handbook.mq.edu.au/2019/Units/UGByCode","GMN361 - Berlin - A Window to German Culture and History","http://handbook.mq.edu.au/2019/Units/UGUnit/GMN361","null"
"1560436172-93","http://handbook.mq.edu.au/2019/Units/UGByCode","TEP401 - Professional Experience in the Secondary School I","http://handbook.mq.edu.au/2019/Units/UGUnit/TEP401","EDTE302"
"1560437319-1272","http://handbook.mq.edu.au/2019/Units/UGByCode","LAWS355 - Remedies","http://handbook.mq.edu.au/2019/Units/UGUnit/LAWS355","LAW203"
