web-scraper-order,web-scraper-start-url,faculties,faculties-href,courses,courses-href,conditions
"1560499218-4441","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP9321
      6 UOC
      Data Services Engineering","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP9321/?browseByFaculty=FacultyOfEngineering&","Prerequisite: (COMP1531 or COMP2041) and COMP3311"
"1560501926-5754","https://www.handbook.unsw.edu.au/","DVC (Academic) Board of Studies","https://www.handbook.unsw.edu.au/DvcacademicBoardOfStudies/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b3","ATSI7003
      12 UOC
      Pre-Medicine Program (Indigenous)","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ATSI7003/?browseByFaculty=DvcacademicBoardOfStudies&","null"
"1560500768-5188","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS3872
      6 UOC
      Media Publics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS3872/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 48 UOC overall, including 6 UOC at level 1 and 6 UOC at level 2 in one of the following streams, Media, Culture & Technology or Sociology & Anthropology"
"1560498266-4013","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","PHCM2002
      6 UOC
      Biostatistics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/PHCM2002/?browseByFaculty=FacultyOfMedicine&","null"
"1560499506-4583","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","BIOM5950
      6 UOC
      Thesis Part A (CSE)","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BIOM5950/?browseByFaculty=FacultyOfEngineering&","Prerequisite:  Completion of at least 126uc in program 3728 or 3757."
"1560498735-4210","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS3187
      6 UOC
      Forced Migration and Human Rights in International Law","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3187/?browseByFaculty=FacultyOfLaw&","Prerequisite: Completion of 78 UOC in LAWS courses."
"1560498103-3935","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","AVIA3710
      6 UOC
      Aviation Research Methods","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/AVIA3710/?browseByFaculty=FacultyOfScience&","Excl: PROF3001, AVIA3700 and 90 Units of Credit"
"1560499653-4652","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","LAND2401
      12 UOC
      Landscape Studio 7 Urban Landscape Design","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAND2401/?browseByFaculty=FacultyOfBuiltEnvironment&","Prerequisite: LAND2302, LAND1322"
"1560498914-4297","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","GENL2021
                      6 UOC
                    Introduction to the Australian Legal System","https://www.handbook.unsw.edu.au/undergraduate/courses/2019/GENL2021/?browseByFaculty=FacultyOfLaw&","null"
"1560497812-3795","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ACTL2102
      6 UOC
      Foundations of Actuarial Models","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ACTL2102/?browseByFaculty=UnswBusinessSchool&","Prerequisite:ACTL2131 or MATH2901 and (enrolment in 3154, 3155, 3586, 3587, 3588, 3589 or 4737)"
"1560498295-4028","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","NEUR4443
      18 UOC
      Neuroscience Research 18 Units of Credit","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/NEUR4443/?browseByFaculty=FacultyOfMedicine&","Prerequisite: Enrolled in Neuroscience Honours"
"1560501670-5628","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SAHT4213
      24 UOC
      Thesis B","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SAHT4213/?browseByFaculty=FacultyOfArtDesign&","Prerequisite: SAHT4211 Thesis A."
"1560499995-4822","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","BEIL0015
      6 UOC
      Digital Design Foundations","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BEIL0015/?browseByFaculty=FacultyOfBuiltEnvironment&","Prerequisite: 96 unit of credits completed"
"1560498713-4199","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS3240
      6 UOC
      Kingsford Legal Centre Family Law Community Education Clinic (Non-Intensive)","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3240/?browseByFaculty=FacultyOfLaw&","Prerequisite: Completion of 78 UOC in LAWS courses including Lawyers, Ethics and Justice (LAWS1230)."
"1560497904-3837","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","CHEM2921
      6 UOC
      Food Chemistry","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CHEM2921/?browseByFaculty=FacultyOfScience&","Prerequisite: CHEM1011 or CHEM1031 or CHEM1051 and CHEM1021 or CHEM1041 or CHEM1061"
"1560500318-4966","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","MDIA1002
      6 UOC
      Media & Communication Contexts","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MDIA1002/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in a single or dual award Media program"
"1560500645-5127","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS4835
      12 UOC
      Linguistics Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4835/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in the Linguistics honours program"
"1560498090-3929","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","AVIA4004
      8 UOC
      Aviation Honours - Part Time","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/AVIA4004/?browseByFaculty=FacultyOfScience&","Prerequisite: Enrolled in AVIA Honours"
"1560501183-5392","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2303
      6 UOC
      On Drugs: Industry, Science and Medicine since 1900","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2303/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1"
"1560501289-5444","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS1811
      6 UOC
      Contemporary Issues in Government and Global Politics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS1811/?browseByFaculty=FacultyOfArtsAndSocialSciences&","null"
"1560500843-5225","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS3639
      6 UOC
      Japan in Popular Culture","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS3639/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1"
"1560499904-4777","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","BLDG1024
      6 UOC
      Construction & Property Economics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BLDG1024/?browseByFaculty=FacultyOfBuiltEnvironment&","Program 3331 3332"
"1560499630-4641","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","PLAN1004
      6 UOC
      City and Regional Economics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/PLAN1004/?browseByFaculty=FacultyOfBuiltEnvironment&","null"
"1560501258-5429","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2063
      6 UOC
      National Cinemas","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2063/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1"
"1560497673-3727","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ECON3206
      6 UOC
      Financial Econometrics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ECON3206/?browseByFaculty=UnswBusinessSchool&","Prerequisite: ECON2209"
"1560497767-3773","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","COMM1001
      6 UOC
      Communication in Business and Economics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMM1001/?browseByFaculty=UnswBusinessSchool&","null"
"1560498181-3971","https://www.handbook.unsw.edu.au/","Faculty of Medicine","https://www.handbook.unsw.edu.au/FacultyOfMedicine/browse?id=5fa56ceb4f0093004aa6eb4f0310c7b0","YMED3005
      6 UOC
      Economics for Health Majors","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/YMED3005/?browseByFaculty=FacultyOfMedicine&","null"
"1560497331-3560","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","MGMT4738
      12 UOC
      Thesis (Human Resource Management)","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MGMT4738/?browseByFaculty=UnswBusinessSchool&","Prerequisite: Program 4501 and enrolled in the Human Resource Management Honours plan."
"1560500610-5110","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS4920
      6 UOC
      Sociology and Anthropology Honours","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS4920/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: Enrolment in the Sociology and Anthropology honours program"
"1560499403-4532","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","CEIC4953
      4 UOC
      Research Thesis C","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CEIC4953/?browseByFaculty=FacultyOfEngineering&","Prerequisite: Completion of Research Thesis B (4952)"
"1560498886-4284","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS1123
      6 UOC
      Conceptual Foundations of the Legal System","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS1123/?browseByFaculty=FacultyOfLaw&","Prerequisite: Academic program must be 7016, Humanities Pathway Program."
"1560499756-4703","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","IDES4111
      6 UOC
      Advanced Studio","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/IDES4111/?browseByFaculty=FacultyOfBuiltEnvironment&","null"
"1560501680-5633","https://www.handbook.unsw.edu.au/","Faculty of Art & Design","https://www.handbook.unsw.edu.au/FacultyOfArtDesign/browse?id=57a56ceb4f0093004aa6eb4f0310c7af","SAHT2480
      6 UOC
      The Art Museum and Art Education","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SAHT2480/?browseByFaculty=FacultyOfArtDesign&","null"
"1560501126-5364","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2511
      6 UOC
      Intermediate German B","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2511/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: ARTS2510 or language placement approval"
"1560497487-3636","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","INFS3830
      6 UOC
      Social Media and Analytics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS3830/?browseByFaculty=UnswBusinessSchool&","Prerequisite: INFS3603 AND completion of 72 UOC within that program."
"1560498912-4296","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","GENL2022
      6 UOC
      Law and Contemporary Issues","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/GENL2022/?browseByFaculty=FacultyOfLaw&","null"
"1560501070-5336","https://www.handbook.unsw.edu.au/","Faculty of Arts and Social Sciences","https://www.handbook.unsw.edu.au/FacultyOfArtsAndSocialSciences/browse?id=d7a56ceb4f0093004aa6eb4f0310c7ac","ARTS2818
      6 UOC
      Australian Politics","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ARTS2818/?browseByFaculty=FacultyOfArtsAndSocialSciences&","Prerequisite: 24 units of credit at Level 1, including ARTS1810. Excluded: ARTS1840"
"1560498555-4122","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS3812
      6 UOC
      Sport and the Law","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3812/?browseByFaculty=FacultyOfLaw&","Prerequisite: Completion of 78 UOC in LAWS courses."
"1560498761-4223","https://www.handbook.unsw.edu.au/","Faculty of Law","https://www.handbook.unsw.edu.au/FacultyOfLaw/browse?id=57a56ceb4f0093004aa6eb4f0310c7b0","LAWS3150
      6 UOC
      Contemporary Constitutional Law","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3150/?browseByFaculty=FacultyOfLaw&","Prerequisite:Completion of 78 UOC in LAWS courses including Federal Constitutional Law (LAWS2150)."
"1560498072-3920","https://www.handbook.unsw.edu.au/","Faculty of Science","https://www.handbook.unsw.edu.au/FacultyOfScience/browse?id=57a56ceb4f0093004aa6eb4f0310c7ae","BABS3031
      6 UOC
      Biotechnology and Bioengineering","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BABS3031/?browseByFaculty=FacultyOfScience&","Prerequisite: completion of at least 48 UoC"
"1560499810-4730","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","IDES1201
      12 UOC
      Design Studio 1: Fundamentals","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/IDES1201/?browseByFaculty=FacultyOfBuiltEnvironment&","null"
"1560499308-4485","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","COMP4128
      6 UOC
      Programming Challenges","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP4128/?browseByFaculty=FacultyOfEngineering&","Pre-requisite: COMP3821, or (COMP3121 and a 75WAM)"
"1560499888-4769","https://www.handbook.unsw.edu.au/","Faculty of Built Environment","https://www.handbook.unsw.edu.au/FacultyOfBuiltEnvironment/browse?id=5fa56ceb4f0093004aa6eb4f0310c7ae","BLDG3012
      6 UOC
      Risk, Health & Safety Management","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/BLDG3012/?browseByFaculty=FacultyOfBuiltEnvironment&","null"
"1560499067-4366","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","CVEN4507
      6 UOC
      Advanced Water Engineering","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN4507/?browseByFaculty=FacultyOfEngineering&","Prerequisites: CVEN2501, CVEN3501, CVEN3502"
"1560498992-4329","https://www.handbook.unsw.edu.au/","Faculty of Engineering","https://www.handbook.unsw.edu.au/FacultyOfEngineering/browse?id=5fa56ceb4f0093004aa6eb4f0310c7af","ELEC3145
      6 UOC
      Real Time Instrumentation","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ELEC3145/?browseByFaculty=FacultyOfEngineering&","Pre-req:(comp1911 or comp1917) and (elec2141 or mtrn3200 or comp3222)"
"1560497783-3781","https://www.handbook.unsw.edu.au/","UNSW Business School","https://www.handbook.unsw.edu.au/UnswBusinessSchool/browse?id=5a3a1d4f4f4d97404aa6eb4f0310c77a","ACTL4003
      6 UOC
      Research Methods in Risk and Actuarial Studies","https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ACTL4003/?browseByFaculty=UnswBusinessSchool&","Prerequisite: Admission to BCom Hons in Actuarial Studies"
